,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song
624,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Un Preview
626,,,,,,,,,,,,,,,,The Kid LAROI,['The Kid LAROI'],Bleed
627,,,,,,,,,,,,,,,,Zach Bryan,"['Zach Bryan', 'Noah Kahan']",Sarah's Place
635,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],This Love (Taylor's Version)
638,,,,,,,,,,,,,,,,Lil Mabu,"['Lil Mabu', 'chriseanrock']",Mr. Take Ya B*tch
641,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'J. Cole']",All My Life
642,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' The Weeknd', '21 Savage']",Creepin'
643,,,,,,,,,,,,,,,,Drake,"['Drake', 'Bad Bunny']",Gently
644,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Mora']",Hibiki
645,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Mr. October
646,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Baby Nueva
650,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Cybertruck
651,,,,,,,,,,,,,,,,Drake,['Drake'],8am In Charlotte
653,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Luar La L']",Telefono Nuevo
655,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Bryant Myers']",Seda
656,,,,,,,,,,,,,,,,blink-182,['blink-182'],One More Time
657,,,,,,,,,,,,,,,,Drake,"['Drake', 'PARTYNEXTDOOR']",Members Only
661,,,,,,,,,,,,,,,,Offset,"['Offset', 'Travis Scott']",Say My Grace
662,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Nadie Sabe
663,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Gracias Por Nada
664,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Vou 787
665,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Where She Goes
666,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'YOVNGCHIMI']",Mercedes Carota
667,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Los Pits
668,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],No Me Quiero Casar
669,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Vuelve Candy B
670,,,,,,,,,,,,,,,,Young Nudy,"['Young Nudy', '21 Savage']",Peaches & Eggplants
671,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],Baticano
672,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Eladio Carrion']",Thunder y Lightning
674,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', ' Arcangel', ' De La Ghetto', 'Nengo Flow']",Acho PR
677,,,,,,,,,,,,,,,,Drake,"['Drake', 'Teezo Touchdown']",Amen
678,,,,,,,,,,,,,,,,Drake,"['Drake', 'Chief Keef']",All The Parties
679,,,,,,,,,,,,,,,,Drake,"['Drake', 'Lil Yachty']",Another Late Night
681,,,,,,,,,,,,,,,,Drake,['Drake'],BBL Love Interlude
683,,,,,,,,,,,,,,,,Drake,['Drake'],Screw The World Interlude
684,,,,,,,,,,,,,,,,The Weeknd,"['The Weeknd', ' Playboi Carti', 'Madonna']",Popular
686,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'SZA', 'Future']",Telekinesis
687,,,,,,,,,,,,,,,,Rema,"['Rema', 'Selena Gomez']",Calm Down
689,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],All-American Bitch
690,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Drake']",Oh U Went
691,,,,,,,,,,,,,,,,That Mexican OT,"['That Mexican OT', ' Paul Wall', 'DRODi']",Johnny Dang
692,,,,,,,,,,,,,,,,Peso Pluma,"['Peso Pluma', 'Grupo Frontera']",Tulum
693,,,,,,,,,,,,,,,,Zach Bryan,"['Zach Bryan', 'Bon Iver']",Boys Of Faith
694,,,,,,,,,,,,,,,,Rick Ross,"['Rick Ross', 'Meek Mill']",Shaq & Kobe
695,,,,,,,,,,,,,,,,Peso Pluma x Jasiel Nunez x Junior H,['Peso Pluma x Jasiel Nunez x Junior H'],Bipolar
696,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],The Grudge
699,,,,,,,,,,,,,,,,Zach Bryan,"['Zach Bryan', 'The Lumineers']",Spotless
701,,,,,,,,,,,,,,,,Zach Bryan,['Zach Bryan'],Oklahoma Smoke Show
703,,,,,,,,,,,,,,,,Peso Pluma,['Peso Pluma'],Rubicon
704,,,,,,,,,,,,,,,,Zach Bryan,['Zach Bryan'],East Side Of Sorrow
708,,,,,,,,,,,,,,,,Shakira X Fuerza Regida,['Shakira X Fuerza Regida'],El Jefe
709,,,,,,,,,,,,,,,,Blink-182,['Blink-182'],One More Time
712,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Lacy
714,,,,,,,,,,,,,,,,Lil Tecca,"['Lil Tecca', 'Kodak Black']",HVN On Earth
717,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Making The Bed
718,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Logical
720,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Love Is Embarrassing
724,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Ballad Of A Homeschooled Girl
729,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Pretty Isn't Pretty
730,,,,,,,,,,,,,,,,Kane Brown,['Kane Brown'],Bury Me In Georgia
731,,,,,,,,,,,,,,,,Diddy,"['Diddy', ' French Montana', 'The Weeknd', '21 Savage']",Another One Of Me
733,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Teenage Dream
734,,,,,,,,,,,,,,,,Thomas Rhett,['Thomas Rhett'],Angels Don't Always Have Wings
735,,,,,,,,,,,,,,,,Latto,"['Latto', 'Cardi B']",Put It On Da Floor Again
738,,,,,,,,,,,,,,,,Zach Bryan,['Zach Bryan'],Fear And Friday's
742,,,,,,,,,,,,,,,,Zach Bryan,"['Zach Bryan', 'Maggie Rogers']",Dawns
744,,,,,,,,,,,,,,,,Zach Bryan,"['Zach Bryan', 'Sierra Ferrell']",Holy Roller
748,,,,,,,,,,,,,,,,Peso Pluma,"['Peso Pluma', 'Jasiel Nunez']",Lagunas
752,,,,,,,,,,,,,,,,Fifty Fifty,['Fifty Fifty'],Cupid
755,,,,,,,,,,,,,,,,DaBaby,['DaBaby'],Shake Sumn
756,,,,,,,,,,,,,,,,Timbaland,"['Timbaland', ' Nelly Furtado', 'Justin Timberlake']",Keep Going Up!
759,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Kali Uchis']",See You Again
760,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Morgan Wallen']",Stand By Me
763,,,,,,,,,,,,,,,,Karol G,['Karol G'],S91
764,,,,,,,,,,,,,,,,Zach Bryan,['Zach Bryan'],Fear And Friday's (Poem)
765,,,,,,,,,,,,,,,,Grupo Frontera X Bad Bunny,['Grupo Frontera X Bad Bunny'],Un x100to
767,,,,,,,,,,,,,,,,Ice Spice,"['Ice Spice', 'Nicki Minaj']",Princess Diana
769,,,,,,,,,,,,,,,,Gucci Mane,"['Gucci Mane', 'J. Cole', 'Mike WiLL Made-It']",There I Go
772,,,,,,,,,,,,,,,,Eslabon Armado X Peso Pluma,['Eslabon Armado X Peso Pluma'],Ella Baila Sola
775,,,,,,,,,,,,,,,,Yng Lvcas x Peso Pluma,['Yng Lvcas x Peso Pluma'],La Bebe
778,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],I Can See You (Taylor's Version) (From The Vault)
780,,,,,,,,,,,,,,,,Justin Moore,"['Justin Moore', 'Priscilla Block']","You, Me, & Whiskey"
781,,,,,,,,,,,,,,,,Charli XCX,['Charli XCX'],Speed Drive
782,,,,,,,,,,,,,,,,Quavo,"['Quavo', 'Future']",Turn Yo Clic Up
785,,,,,,,,,,,,,,,,Diplo,"['Diplo', ' Jessie Murph', 'Polo G']",Heartbroken
786,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Rob49', '21 Savage']",Topia Twins
788,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', ' Lil Baby', ' Future', 'Lil Uzi Vert']",Supposed To Be Loved
789,,,,,,,,,,,,,,,,Karol G,"['Karol G', ' Cris Mj', 'Ryan Castro']",Una Noche En Medellin (Remix)
790,,,,,,,,,,,,,,,,Karol G,['Karol G'],Oki Doki
792,,,,,,,,,,,,,,,,Offset,"['Offset', 'Cardi B']",Jealousy
796,,,,,,,,,,,,,,,,Travis Scott,['Travis Scott'],Thank God
799,,,,,,,,,,,,,,,,Travis Scott,['Travis Scott'],Hyaena
800,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Teezo Touchdown']",Modern Jam
801,,,,,,,,,,,,,,,,Yahritza y Su Esencia x Grupo Frontera,['Yahritza y Su Esencia x Grupo Frontera'],Fragil
802,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'James Blake', '21 Savage']",Til Further Notice
803,,,,,,,,,,,,,,,,Travis Scott,['Travis Scott'],Sirens
804,,,,,,,,,,,,,,,,Travis Scott,['Travis Scott'],God's Country
806,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Young Thug']",Skitzo
807,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Beyonce']",Delresto (Echoes)
810,,,,,,,,,,,,,,,,Bizarrap,"['Bizarrap', 'Peso Pluma']","Bzrp Music Sessions, Vol. 55"
811,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'The Weeknd', 'Swae Lee']",Circus Maximus
812,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Westside Gunn']",Lost Forever
813,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Kid Cudi']",Looove
814,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'Yung Lean', 'Dave Chappelle']",Parasail
820,,,,,,,,,,,,,,,,Ivan Cornejo,['Ivan Cornejo'],Aqui Te Espero
823,,,,,,,,,,,,,,,,Zach Bryan,['Zach Bryan'],Something In The Orange
826,,,,,,,,,,,,,,,,Tyler Hubbard,['Tyler Hubbard'],Dancin' In The Country
827,,,,,,,,,,,,,,,,Peso Pluma,['Peso Pluma'],Bye
831,,,,,,,,,,,,,,,,Peso Pluma,"['Peso Pluma', 'Junior H']",Luna
832,,,,,,,,,,,,,,,,Junior H x Peso Pluma,['Junior H x Peso Pluma'],El Azul
835,,,,,,,,,,,,,,,,Rylo Rodriguez,"['Rylo Rodriguez', 'NoCap']",Thang For You
837,,,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Ain't That Some
838,,,,,,,,,,,,,,,,Burna Boy,"['Burna Boy', 'Byron Messia']",Talibans II
841,,,,,,,,,,,,,,,,Noah Kahan,['Noah Kahan'],Dial Drunk
844,,,,,,,,,,,,,,,,Ryan Castro x Pe$o Pluma,['Ryan Castro x Pe$o Pluma'],Quema
845,,,,,,,,,,,,,,,,Tainy,"['Tainy', 'Bad Bunny']",Mojabi Ghost
846,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],Sparks Fly (Taylor's Version)
847,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' Swae Lee', 'NAV', 'A Boogie Wit da Hoodie']",Calling
848,,,,,,,,,,,,,,,,Lil Uzi Vert,"['Lil Uzi Vert', 'Nicki Minaj']",Endless Fashion
851,,,,,,,,,,,,,,,,Taylor Swift,"['Taylor Swift', 'Hayley Williams']",Castles Crumbling (Taylor's Version) (From The Vault)
853,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],When Emma Falls In Love (Taylor's Version) (From The Vault)
854,,,,,,,,,,,,,,,,Taylor Swift,"['Taylor Swift', 'Fall Out Boy']",Electric Touch (Taylor's Version) (From The Vault)
856,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],Foolish One (Taylor's Version) (From The Vault)
858,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],Timeless (Taylor's Version) (From The Vault)
864,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],Ours (Taylor's Version)
865,,,,,,,,,,,,,,,,Taylor Swift,['Taylor Swift'],Superman (Taylor's Version)
866,,,,,,,,,,,,,,,,FendiDa Rappa,"['FendiDa Rappa', 'Cardi B']",Point Me 2
867,,,,,,,,,,,,,,,,Karol G x Shakira,['Karol G x Shakira'],TQG
870,,,,,,,,,,,,,,,,Lil Uzi Vert,"['Lil Uzi Vert', 'Travis Scott']",Aye
871,,,,,,,,,,,,,,,,PinkPantheress,"['PinkPantheress', 'Ice Spice']","Boy's A Liar, Pt. 2"
876,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],X2
877,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],Pluto To Mars
878,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],"Mama, I'm Sorry"
880,,,,,,,,,,,,,,,,Lil Uzi Vert,"['Lil Uzi Vert', 'Don Toliver']",Patience
883,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],Died And Came Back
885,,,,,,,,,,,,,,,,Lil Uzi Vert,"['Lil Uzi Vert', 'Bring Me The Horizon']",Werewolf
886,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],Zoom
888,,,,,,,,,,,,,,,,Fall Out Boy,['Fall Out Boy'],We Didn't Start The Fire
889,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Drake']",Parade On Cleveland
890,,,,,,,,,,,,,,,,Kali,['Kali'],Area Codes
894,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Future']",Cars Bring Me Out
896,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', '21 Savage', ' Travis Scott', 'Yak Gotti']",Wit Da Racks
897,,,,,,,,,,,,,,,,Juice WRLD,"['Juice WRLD', 'Cordae']",Doomsday.
898,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', '21 Savage']",Want Me Dead
899,,,,,,,,,,,,,,,,Gunna,['Gunna'],Back To The Moon
900,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Lil Uzi Vert']",Hellcat Kenny
901,,,,,,,,,,,,,,,,Peso Pluma X Natanael Cano,['Peso Pluma X Natanael Cano'],PRC
903,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' Swae Lee', ' Lil Wayne', 'Offset']",Annihilate
905,,,,,,,,,,,,,,,,Gunna,['Gunna'],Rodeo Dr
906,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', 'Coi Leray']",Self Love
907,,,,,,,,,,,,,,,,Peso Pluma,['Peso Pluma'],Nueva Vida
908,,,,,,,,,,,,,,,,Gunna,['Gunna'],Bread & Butter
909,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' A$AP Rocky', 'Roisee']",Am I Dreaming
910,,,,,,,,,,,,,,,,Peso Pluma,"['Peso Pluma', 'Jasiel Nunez']",Rosa Pastel
911,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Travis Scott']",Abracadabra
913,,,,,,,,,,,,,,,,Bailey Zimmerman,['Bailey Zimmerman'],Rock And A Hard Place
916,,,,,,,,,,,,,,,,Gunna,['Gunna'],Back At It
917,,,,,,,,,,,,,,,,Gunna,['Gunna'],Ca$h $hit
918,,,,,,,,,,,,,,,,Gunna,['Gunna'],Bottom
920,,,,,,,,,,,,,,,,Gunna,['Gunna'],IDK NoMore
921,,,,,,,,,,,,,,,,Gunna,['Gunna'],P Angels
922,,,,,,,,,,,,,,,,NLE Choppa,['NLE Choppa'],Slut Me Out
923,,,,,,,,,,,,,,,,Gunna,['Gunna'],Paybach
924,,,,,,,,,,,,,,,,El Alfa x Peso Pluma,['El Alfa x Peso Pluma'],Plebada
925,,,,,,,,,,,,,,,,P!nk,['P!nk'],Trustfall
927,,,,,,,,,,,,,,,,Gunna,['Gunna'],Go Crazy
928,,,,,,,,,,,,,,,,Becky G,"['Becky G', 'Peso Pluma']",Chanel
929,,,,,,,,,,,,,,,,Kodak Black,"['Kodak Black', ' NLE Choppa', ' Jimin', ' JVKE', 'Muni Long']","Angel, Pt. 1"
931,,,,,,,,,,,,,,,,Feid x Young Miko,['Feid x Young Miko'],Classy 101
932,,,,,,,,,,,,,,,,Gucci Mane,"['Gucci Mane', 'Lil Baby']",Bluffin
934,,,,,,,,,,,,,,,,Beyonce,"['Beyonce', 'Kendrick Lamar']",America Has A Problem
938,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' Travis Scott', 'Young Thug']",Trance
939,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' Future', 'Lil Uzi Vert']",All The Way Live
942,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', 'Don Toliver', 'Future']",Too Many Nights
944,,,,,,,,,,,,,,,,Rosalia,"['Rosalia', 'Rauw Alejandro']",Beso
946,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', 'James Blake']",Hummingbird
947,,,,,,,,,,,,,,,,Moneybagg Yo,"['Moneybagg Yo', 'Future']",Keep It Low
948,,,,,,,,,,,,,,,,Gabito Ballesteros,"['Gabito Ballesteros', ' Peso Pluma', 'Natanael Cano']",AMG
951,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', '21 Savage']",War Bout It
952,,,,,,,,,,,,,,,,Taylor Swift,"['Taylor Swift', 'Lana Del Rey']",Snow On The Beach
953,,,,,,,,,,,,,,,,Offset,"['Offset', 'JID']",Danger (Spider)
956,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Future']",Never Imagined
958,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Chief Wuk']",Big Dawg
959,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Juice WRLD']",Cross The Globe
963,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Kodak Black']",Grandson
967,,,,,,,,,,,,,,,,Lil Mabu,['Lil Mabu'],Mathematical Disrespect
969,,,,,,,,,,,,,,,,Sam Smith,"['Sam Smith', 'Kim Petras']",Unholy
971,,,,,,,,,,,,,,,,Summer Walker,"['Summer Walker', 'J. Cole']","To Summer, From Cole (Audio Hug)"
972,,,,,,,,,,,,,,,,The Weeknd,"['The Weeknd', 'Future']",Double Fantasy
976,,,,,,,,,,,,,,,,Ed Sheeran,"['Ed Sheeran', 'Luke Combs']",Life Goes On
977,,,,,,,,,,,,,,,,Fuerza Regida X Natanael Cano,['Fuerza Regida X Natanael Cano'],Ch y La Pizza
978,,,,,,,,,,,,,,,,Dan,"['Dan', 'Shay']",You
979,,,,,,,,,,,,,,,,Superstar Pride,['Superstar Pride'],Painting Pictures
980,,,,,,,,,,,,,,,,Fuerza Regida,"['Fuerza Regida', 'Peso Pluma']",Igualito A Mi Apa
982,,,,,,,,,,,,,,,,Don Toliver,"['Don Toliver', 'Justin Bieber', 'Future']",Private Landing
984,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Fridayy']",Forever
987,,,,,,,,,,,,,,,,Corey Kent,['Corey Kent'],Wild As Her
988,,,,,,,,,,,,,,,,Metro Boomin,"['Metro Boomin', ' Future', 'Chris Brown']",Superhero (Heroes & Villains)
991,,,,,,,,,,,,,,,,Shakira,['Shakira'],Acrostico
992,,,,,,,,,,,,,,,,YoungBoy Never Broke Again,['YoungBoy Never Broke Again'],F**k The Industry Pt. 2
993,,,,,,,,,,,,,,,,Lizzy McAlpine,['Lizzy McAlpine'],Ceilings
994,,,,,,,,,,,,,,,,Hailey Whitters,['Hailey Whitters'],Everything She Ain't
997,,,,,,,,,,,,,,,,NF,['NF'],Happy
998,,,,,,,,,,,,,,,,RAYE,"['RAYE', '070 Shake']",Escapism
1000,,,,,,,,,,,,,,,,Fuerza Regida X Grupo Frontera,['Fuerza Regida X Grupo Frontera'],Bebe Dame
1001,,,,,,,,,,,,,,,,Carin Leon X Grupo Frontera,['Carin Leon X Grupo Frontera'],Que Vuelvas
1009,,,,,,,,,,,,,,,,Grupo Marca Registrada X Grupo Frontera,['Grupo Marca Registrada X Grupo Frontera'],Di Que Si
1013,,,,,,,,,,,,,,,,Bizarrap,"['Bizarrap', 'Shakira']","Bzrp Music Sessions, Vol. 53"
1014,,,,,,,,,,,,,,,,HARDY,"['HARDY', 'Lainey Wilson']",Wait In The Truck
1015,,,,,,,,,,,,,,,,Kim Petras,"['Kim Petras', 'Nicki Minaj']",Alone
1017,,,,,,,,,,,,,,,,Brett Young,['Brett Young'],You Didn't
1022,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Dogtooth
1023,,,,,,,,,,,,,,,,Lizzo,"['Lizzo', 'SZA']",Special
1025,,,,,,,,,,,,,,,,Lola Brooke X Latto X Yung Miami Or,"['Lola Brooke X Latto X Yung Miami Or', 'Billy B']",Don't Play With It
1026,,,,,,,,,,,,,,,,The Kid LAROI,['The Kid LAROI'],Love Again
1027,,,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],'98 Braves
1028,,,,,,,,,,,,,,,,Stephen Sanchez,['Stephen Sanchez'],Until I Found You
1029,,,,,,,,,,,,,,,,Beyonce,['Beyonce'],Cuff It
1031,,,,,,,,,,,,,,,,JVKE,['JVKE'],Golden Hour
1032,,,,,,,,,,,,,,,,Russ,['Russ'],Nasty
1033,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Sorry Not Sorry
1034,,,,,,,,,,,,,,,,NF,"['NF', 'Cordae']",Careful
1035,,,,,,,,,,,,,,,,Kanii,['Kanii'],I Know
1037,,,,,,,,,,,,,,,,YoungBoy Never Broke Again,"['YoungBoy Never Broke Again', 'Nicki Minaj']",WTF
1039,,,,,,,,,,,,,,,,Melanie Martinez,['Melanie Martinez'],Void
1041,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'A$AP Rocky']",WHARF TALK
1042,,,,,,,,,,,,,,,,Luke Combs,['Luke Combs'],Growin' Up And Gettin' Old
1044,,,,,,,,,,,,,,,,Melanie Martinez,['Melanie Martinez'],Death
1045,,,,,,,,,,,,,,,,Nardo Wick,"['Nardo Wick', 'Lil Baby']",Hot Boy
1046,,,,,,,,,,,,,,,,Lil Uzi Vert,['Lil Uzi Vert'],Watch This (ARIZONATEARS Pluggnb Remix)
1053,,,,,,,,,,,,,,,,Jimin,['Jimin'],"Set Me Free, Pt. 2"
1055,,,,,,,,,,,,,,,,Tiesto,"['Tiesto', 'Tate McRae']",10:35
1056,,,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Devil Don't Know
1062,,,,,,,,,,,,,,,,Miley Cyrus,"['Miley Cyrus', 'Brandi Carlile']",Thousand Miles
1063,,,,,,,,,,,,,,,,Rihanna,['Rihanna'],Lift Me Up
1066,,,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Hope That's True
1069,,,,,,,,,,,,,,,,Morgan Wallen,"['Morgan Wallen', 'HARDY']",In The Bible
1072,,,,,,,,,,,,,,,,Karol G x Romeo Santos,['Karol G x Romeo Santos'],X Si Volvemos
1076,,,,,,,,,,,,,,,,j-hope,"['j-hope', 'J. Cole']",On The Street
1079,,,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Good Girl Gone Missin'
1086,,,,,,,,,,,,,,,,Luke Combs,['Luke Combs'],The Kind Of Love We Make
1087,,,,,,,,,,,,,,,,Post Malone,"['Post Malone', 'Doja Cat']",I Like You (A Happier Song)
1088,,,,,,,,,,,,,,,,Future,"['Future', 'Drake', 'Tems']",Wait For U
1092,,,,,,,,,,,,,,,,Lil Wayne,"['Lil Wayne', 'DMX']",Kant Nobody
1093,,,,,,,,,,,,,,,,Karol G,['Karol G'],Mientras Me Curo del Cora
1094,,,,,,,,,,,,,,,,Karol G,['Karol G'],Gucci Los Panos
1095,,,,,,,,,,,,,,,,Karol G,['Karol G'],Tus Gafitas
1096,,,,,,,,,,,,,,,,Karol G x Maldy,['Karol G x Maldy'],Gatubela
1097,,,,,,,,,,,,,,,,Yeat,['Yeat'],No More Talk
1099,,,,,,,,,,,,,,,,Karol G,"['Karol G', 'Ovy On The Drums']",Cairo
1100,,,,,,,,,,,,,,,,Yeat,"['Yeat', 'YoungBoy Never Broke Again']",Shmunk
1101,,,,,,,,,,,,,,,,NF,['NF'],Hope
1102,,,,,,,,,,,,,,,,Jason Aldean,['Jason Aldean'],That's What Tequila Does
1103,,,,,,,,,,,,,,,,Karol G,"['Karol G', 'Quevedo']",Pero Tu
1106,,,,,,,,,,,,,,,,Karol G,"['Karol G', ' Justin Quiles', 'Angel Dior']",Ojos Ferrari
1107,,,,,,,,,,,,,,,,Karol G,['Karol G'],Besties
1108,,,,,,,,,,,,,,,,Karol G,"['Karol G', 'Carla Morrison']",Manana Sera Bonito
1112,,,,,,,,,,,,,,,,GloRilla,"['GloRilla', 'Cardi B']",Tomorrow 2
1113,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'Future']",No Time Wasted
1115,,,,,,,,,,,,,,,,Grupo Frontera,['Grupo Frontera'],No Se Va
1116,,,,,,,,,,,,,,,,Latto,"['Latto', 'LU KALA']",Lottery
1117,,,,,,,,,,,,,,,,Future,['Future'],Love You Better
1121,,,,,,,,,,,,,,,,NLE Choppa,"['NLE Choppa', '2Rare']",Do It Again
1122,,,,,,,,,,,,,,,,Arcangel,"['Arcangel', 'Bad Bunny']",La Jumpa
1123,,,,,,,,,,,,,,,,Hotel Ugly,['Hotel Ugly'],Shut Up My Moms Calling
1124,,,,,,,,,,,,,,,,Finesse2Tymes,['Finesse2Tymes'],Back End
1130,,,,,,,,,,,,,,,,SZA,"['SZA', 'Phoebe Bridgers']",Ghost In The Machine
1134,,,,,,,,,,,,,,,,Nengo Flow,"['Nengo Flow', 'Bad Bunny']",Gato de Noche
1139,,,,,,,,,,,,,,,,Junior H X Oscar Maydon,['Junior H X Oscar Maydon'],Fin de Semana
1140,,,,,,,,,,,,,,,,Rosa Linn,['Rosa Linn'],Snap
1143,,,,,,,,,,,,,,,,P!nk,['P!nk'],Never Gonna Not Dance Again
1144,,,,,,,,,,,,,,,,SZA,"['SZA', 'Travis Scott']",Open Arms
1145,,,,,,,,,,,,,,,,Nicki Minaj,['Nicki Minaj'],Super Freaky Girl
1146,,,,,,,,,,,,,,,,Nicky Youre,"['Nicky Youre', 'dazy']",Sunroof
1147,,,,,,,,,,,,,,,,OneRepublic,['OneRepublic'],I Ain't Worried
1148,,,,,,,,,,,,,,,,Lil Yachty,['Lil Yachty'],The Black Seminole.
1149,,,,,,,,,,,,,,,,Kali Uchis,['Kali Uchis'],I Wish You Roses
1150,,,,,,,,,,,,,,,,Drake,"['Drake', '21 Savage']",Circo Loco
1151,,,,,,,,,,,,,,,,Trippie Redd,"['Trippie Redd', 'Juice WRLD']",Knight Crawler
1152,,,,,,,,,,,,,,,,Doja Cat,['Doja Cat'],Vegas
1153,,,,,,,,,,,,,,,,HARDY,"['HARDY', 'Morgan Wallen']",Red
1154,,,,,,,,,,,,,,,,Thomas Rhett,"['Thomas Rhett', 'Riley Green']",Half Of Me
