,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
297,,,,,,,,,,,,,,,,Trippie Redd,"['Trippie Redd', 'Playboi Carti']",Miss The Rage,2058
298,,,,,,,,,,,,,,,,Regard x Troye Sivan x Tate McRae,['Regard x Troye Sivan x Tate McRae'],You,2059
299,,,,,,,,,,,,,,,,Trippie Redd,"['Trippie Redd', 'SoFaygo']",MP5,2060
300,,,,,,,,,,,,,,,,Sueco,['Sueco'],Paralyzed,2061
301,,,,,,,,,,,,,,,,Clinton Kane,['Clinton Kane'],I Guess I'm In Love,2062
302,,,,,,,,,,,,,,,,Rod Wave,"['Rod Wave', 'Kodak Black']",Get Ready,2063
303,,,,,,,,,,,,,,,,Trippie Redd,"['Trippie Redd', 'XXXTENTACION']",Danny Phantom,2064
304,,,,,,,,,,,,,,,,Rod Wave,['Rod Wave'],What's Wrong,2065
305,,,,,,,,,,,,,,,,Trippie Redd,"['Trippie Redd', 'Ski Mask The Slump God']",Demon Time,2066
306,,,,,,,,,,,,,,,,Young Thug,['Young Thug'],Tick Tock,2067
307,,,,,,,,,,,,,,,,BTS,['BTS'],Permission To Dance,2068
308,,,,,,,,,,,,,,,,Rod Wave,['Rod Wave'],Time Heals,2069
309,,,,,,,,,,,,,,,,YNW Melly,"['YNW Melly', 'Lil Uzi Vert']",Mind Of Melvin,2070
310,,,,,,,,,,,,,,,,Machine Gun Kelly,['Machine Gun Kelly'],Papercuts,2071
311,,,,,,,,,,,,,,,,Jack Harlow,"['Jack Harlow', 'Pooh Shiesty']",SUVs (Black On Black),2072
312,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', ' Lil Durk', 'Travis Scott']",Hats Off,2075
313,,,,,,,,,,,,,,,,Smiley,"['Smiley', 'Drake']",Over The Top,2076
314,,,,,,,,,,,,,,,,Tom MacDonald,['Tom MacDonald'],Brainwashed,2077
315,,,,,,,,,,,,,,,,J. Cole,"['J. Cole', ' 21 Savage', 'Morray']",my.life,2078
316,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'YoungBoy Never Broke Again', 'Ty Dolla $ign']",WUSYANAME,2079
317,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Favorite Crime,2080
318,,,,,,,,,,,,,,,,MO3 X OG Bobby Billions,['MO3 X OG Bobby Billions'],Outside,2081
319,,,,,,,,,,,,,,,,DaBaby,['DaBaby'],Ball If I Want To,2082
320,,,,,,,,,,,,,,,,Carly Pearce,['Carly Pearce'],Next Girl,2083
321,,,,,,,,,,,,,,,,T-Pain,"['T-Pain', 'Kehlani']",I Like Dat,2084
322,,,,,,,,,,,,,,,,Dan,"['Dan', 'Shay']",Steal My Love,2085
323,,,,,,,,,,,,,,,,EST Gee,"['EST Gee', 'Lil Baby', ' 42 Dugg', 'Rylo Rodriguez']",5500 Degrees,2086
324,,,,,,,,,,,,,,,,Machine Gun Kelly X blackbear,['Machine Gun Kelly X blackbear'],My Ex's Best Friend,2088
325,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],NDA,2089
326,,,,,,,,,,,,,,,,Nas,"['Nas', 'Eminem', 'EPMD']",EPMD 2,2090
327,,,,,,,,,,,,,,,,KSI x Lil Wayne,['KSI x Lil Wayne'],Lose,2091
328,,,,,,,,,,,,,,,,Nessa Barrett,['Nessa Barrett'],I Hope Ur Miserable Until Ur Dead,2092
329,,,,,,,,,,,,,,,,The Kid LAROI,"['The Kid LAROI', 'Polo G', 'Stunna Gambino']",Not Sober,2093
330,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Happier,2094
331,,,,,,,,,,,,,,,,City Girls,['City Girls'],Twerkulator,2095
332,,,,,,,,,,,,,,,,Los Legendarios,"['Los Legendarios', ' Wisin', 'Jhay Cortez']",Fiel,2096
333,,,,,,,,,,,,,,,,Nas,['Nas'],Rare,2097
334,,,,,,,,,,,,,,,,Saweetie,"['Saweetie', 'Doja Cat']",Best Friend,2098
335,,,,,,,,,,,,,,,,24kGoldn,"['24kGoldn', 'iann dior']",Mood,2099
336,,,,,,,,,,,,,,,,Keith Urban Duet,"['Keith Urban Duet', 'P!nk']",One Too Many,2100
337,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],Getting Older,2101
338,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],Billie Bossa Nova,2102
339,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],Oxytocin,2103
340,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],I Didn't Change My Number,2104
341,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],Lost Cause,2106
342,,,,,,,,,,,,,,,,Billie Eilish,['Billie Eilish'],Halley's Comet,2107
343,,,,,,,,,,,,,,,,Isaiah Rashad,"['Isaiah Rashad', 'Lil Uzi Vert']",From The Garden,2110
344,,,,,,,,,,,,,,,,Tate McRae X Khalid,['Tate McRae X Khalid'],Working,2111
345,,,,,,,,,,,,,,,,Drake,"['Drake', 'Lil Baby']",Wants And Needs,2112
346,,,,,,,,,,,,,,,,DaBaby,['DaBaby'],Red Light Green Light,2115
347,,,,,,,,,,,,,,,,Belly,"['Belly', ' The Weeknd', 'Young Thug']",Better Believe,2116
348,,,,,,,,,,,,,,,,EST Gee,['EST Gee'],Lick Back,2117
349,[],,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Gunna']",Ski,2118
350,,,,,,,,,,,,,,,,The Kid LAROI,"['The Kid LAROI', 'Mustard']",Still Chose You,2120
351,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Kanye West', 'Pusha T']",Tell The Vision,2122
352,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', '21 Savage', '42 Dugg']",Bout A Million,2124
353,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Future']",Mr. Jones,2125
354,,,,,,,,,,,,,,,,Pop Smoke,['Pop Smoke'],More Time,2126
355,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Rick Ross', 'The-Dream']",Manslaughter,2127
356,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Dua Lipa']",Demeanor,2128
357,,,,,,,,,,,,,,,,Willow,"['Willow', 'Travis Barker']",transparentsoul,2129
358,,,,,,,,,,,,,,,,Aaron Lewis,['Aaron Lewis'],Am I The Only One,2130
359,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Bizzy Banks']",30,2131
360,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],"Jealousy, Jealousy",2132
361,,,,,,,,,,,,,,,,Lil Tjay,"['Lil Tjay', '6LACK']",Calling My Phone,2133
362,,,,,,,,,,,,,,,,Bas,"['Bas', 'J. Cole', 'Lil TJay']",The Jackie,2135
363,,,,,,,,,,,,,,,,Mora,"['Mora', ' Bad Bunny', 'Sech']",Volando,2137
364,,,,,,,,,,,,,,,,42 Dugg,"['42 Dugg', 'Roddy Ricch']",4 Da Gang,2138
365,,,,,,,,,,,,,,,,Bad Bunny,['Bad Bunny'],De Museo,2139
366,,,,,,,,,,,,,,,,Big Red Machine,"['Big Red Machine', 'Taylor Swift']",Renegade,2142
367,,,,,,,,,,,,,,,,G Herbo,"['G Herbo', 'Polo G', 'Lil Tjay']",Cry No More,2143
368,,,,,,,,,,,,,,,,Migos,"['Migos', 'Drake']",Having Our Way,2145
369,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Enough For You,2147
370,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Lil Uzi Vert', 'Pharrell Williams']",Juggernaut,2148
371,,,,,,,,,,,,,,,,Cochise,"['Cochise', '$NOT']",Tell Em,2149
372,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', '42 Dugg']",Lemonhead,2150
373,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Lumberjack,2151
374,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Lil Wayne']",Hot Wind Blows,2153
375,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Corso,2154
376,,,,,,,,,,,,,,,,Doja Cat,"['Doja Cat', 'Ariana Grande']",I Don't Do Drugs,2155
377,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'DJ Drama']",Sir Baudelaire,2156
378,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Brent Faiyaz', 'Fana Hues']",Sweet / I Thought You Wanted To Dance,2157
379,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Massa,2158
380,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Teezo Touchdown']",RunItUp,2159
381,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Domo Genesis']",Manifesto,2160
382,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator']",Wilshire,2161
383,,,,,,,,,,,,,,,,Tyler,"['Tyler', ' The Creator', 'Daisy World']",Rise!,2162
384,,,,,,,,,,,,,,,,SpotemGottem,"['SpotemGottem', 'Pooh Shiesty Or DaBaby']",Beat Box,2166
385,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'The Kid LAROI', 'Lil Durk']",No Return,2168
386,,,,,,,,,,,,,,,,Coi Leray,"['Coi Leray', 'Lil Durk']",No More Parties,2169
387,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'Lil Wayne']",Gang Gang,2171
388,,,,,,,,,,,,,,,,Migos,['Migos'],Avalanche,2173
389,,,,,,,,,,,,,,,,J. Cole,"['J. Cole', 'Lil Baby']",pride.is.the.devil,2175
390,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', ' Lil Durk', 'Meek Mill']",Still Runnin,2176
391,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",How It Feels,2177
392,,,,,,,,,,,,,,,,Polo G,['Polo G'],Black Hearted,2178
393,,,,,,,,,,,,,,,,Polo G,['Polo G'],Painting Pictures,2179
394,,,,,,,,,,,,,,,,Migos,['Migos'],Modern Day,2180
395,,,,,,,,,,,,,,,,Polo G,['Polo G'],Toxic,2181
396,,,,,,,,,,,,,,,,Lorde,['Lorde'],Solar Power,2182
397,,,,,,,,,,,,,,,,Migos,"['Migos', 'Polo G']",Malibu,2183
398,,,,,,,,,,,,,,,,Migos,"['Migos', 'Cardi B']",Type Shit,2184
399,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'Pop Smoke', 'Fivio Foreign']",Clueless,2185
400,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Voice Of The Heroes,2186
401,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'Rod Wave']",Heart Of A Giant,2187
402,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'DaBaby']",Party Lyfe,2188
403,,,,,,,,,,,,,,,,Polo G,"['Polo G', 'G Herbo']",Go Part 1,2189
404,,,,,,,,,,,,,,,,Polo G,['Polo G'],Boom,2191
405,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",2040,2192
406,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],"1 Step Forward, 3 Steps Back",2193
407,,,,,,,,,,,,,,,,Polo G,['Polo G'],Bloody Canvas,2194
408,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Who I Want,2195
409,,,,,,,,,,,,,,,,Pooh Shiesty,"['Pooh Shiesty', 'Lil Durk']",Back In Blood,2196
410,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Still Hood,2197
411,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Okay,2198
412,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Man Of My Word,2199
413,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Medical,2200
414,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', ' Lil Durk', 'Rod Wave']",Rich Off Pain,2201
415,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Lying,2202
416,,,,,,,,,,,,,,,,Tom MacDonald,['Tom MacDonald'],Snowflakes,2203
417,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",That's Facts,2204
418,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",Please,2206
419,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', ' Lil Durk', 'Young Thug']",Up The Side,2207
420,,,,,,,,,,,,,,,,Olivia Rodrigo,['Olivia Rodrigo'],Hope Ur OK,2208
421,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'Lil Durk']",If You Want To,2209
422,,339.506,True,0.573,0.8669999999999999,5.0,-2.876,0.0,0.168,0.0853,0.0,0.38,0.231,74.861,81.0,Nicki Minaj,"['Nicki Minaj', ' Drake', 'Lil Wayne']",Seeing Green,2210
423,,,,,,,,,,,,,,,,Eminem,"['Eminem', 'Jack Harlow', 'Cordae']",Killer,2214
424,"['conscious hip hop', 'north carolina hip hop', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],amari,2215
425,,,,,,,,,,,,,,,,Travis Scott,"['Travis Scott', 'HVME']",Goosebumps,2216
426,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Gunna', 'Drake']",Solid,2217
427,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'A Boogie Wit da Hoodie']",Hello,2218
428,"['conscious hip hop', 'north carolina hip hop', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],95.south,2220
429,,,,,,,,,,,,,,,,Future,"['Future', 'Lil Uzi Vert']",Drankin N Smokin,2221
430,,197.333,False,0.7269999999999999,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,9.0,Gera MX,"['Gera MX', 'Christian Nodal']",Botella Tras Botella,2223
431,"['conscious hip hop', 'north carolina hip hop', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],applying.pressure,2225
432,,,,,,,,,,,,,,,,J. Cole,"['J. Cole', 'Bas']",100.mil',2227
433,,,,,,,,,,,,,,,,J. Cole,"['J. Cole', ' Bas', '6LACK']",let.go.my.hand,2228
434,,,,,,,,,,,,,,,,A Boogie Wit da Hoodie,"['A Boogie Wit da Hoodie', 'Lil Durk']",24 Hours,2229
435,"['conscious hip hop', 'north carolina hip hop', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],punchin'.the.clock,2230
436,"['conscious hip hop', 'north carolina hip hop', 'rap']",,,,,,,,,,,,,,,J. Cole,['J. Cole'],the.climb.back,2231
437,,,,,,,,,,,,,,,,J. Cole,"['J. Cole', 'Bas']",hunger.on.hillside,2232
438,,,,,,,,,,,,,,,,Internet Money,"['Internet Money', ' Don Toliver', 'Lil Uzi Vert', 'Gunna']",His & Hers,2235
439,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Rosalia']",La Noche de Anoche,2239
440,,,,,,,,,,,,,,,,Nicki Minaj,"['Nicki Minaj', 'Skillibeng']",Crocodile Teeth,2244
441,,182.437,True,0.88,0.662,0.0,-5.766,1.0,0.3039999999999999,0.2049999999999999,0.0,0.227,0.7259999999999999,109.988,78.0,Ariana Grande,"['Ariana Grande', 'Doja Cat', 'Megan Thee Stallion']",34+35,2245
442,,,,,,,,,,,,,,,,Bad Bunny,"['Bad Bunny', 'Jhay Cortez']",Dakiti,2248
443,,,,,,,,,,,,,,,,Yung Bleu,"['Yung Bleu', 'Drake']",You're Mines Still,2249
444,,,,,,,,,,,,,,,,Parmalee x Blanco Brown,['Parmalee x Blanco Brown'],Just The Way,2253
445,,218.447,True,0.5969999999999999,0.571,1.0,-6.205,0.0,0.2929999999999999,0.4919999999999999,0.0,0.093,0.165,106.196,83.0,Joyner Lucas,"['Joyner Lucas', 'Lil Baby']",Ramen & OJ,2254
446,,,,,,,,,,,,,,,,Moneybagg Yo,"['Moneybagg Yo', 'Future']",Hard For The Next,2256
447,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Post Malone', ' Megan Thee Stallion', ' Lil Baby', 'DaBaby']",I Did It,2258
448,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Lil Durk,['Lil Durk'],Hellcats & Trackhawks,2261
449,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Justin Bieber', '21 Savage']",Let It Go,2262
450,,,,,,,,,,,,,,,,Rod Wave,"['Rod Wave', 'Polo G']",Richer,2263
451,,144.349,True,0.808,0.639,1.0,-7.266,0.0,0.279,0.0801999999999999,0.0,0.15,0.395,118.0,85.0,Lil Tjay,"['Lil Tjay', ' Polo G', 'Fivio Foreign']",Headshot,2264
452,,,,,,,,,,,,,,,,Moneybagg Yo,"['Moneybagg Yo', 'BIG30']",Go!,2265
453,,176.96,True,0.755,0.5779999999999998,0.0,-8.932,0.0,0.1449999999999999,0.316,0.0,0.25,0.5809999999999998,94.148,83.0,Chris Brown,"['Chris Brown', 'Young Thug']",Go Crazy,2266
454,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Nas', ' JAY-Z', 'James Fauntleroy']",Sorry Not Sorry,2267
455,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Bryson Tiller', ' Lil Baby', 'Roddy Ricch']",Body In Motion,2269
456,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Cardi B']",Big Paper,2270
457,,,,,,,,,,,,,,,,Baby Keem,"['Baby Keem', 'Travis Scott']",Durag Activity,2271
458,,,,,,,,,,,,,,,,DJ Khaled,"['DJ Khaled', 'Lil Wayne', 'Jeremih']",Thankful,2274
459,,,,,,,,,,,,,,,,Pop Smoke,"['Pop Smoke', 'Lil Baby', 'DaBaby']",For The Night,2275
460,,,,,,,,,,,,,,,,Moneybagg Yo,"['Moneybagg Yo', 'Polo G', 'Lil Durk']",Free Promo,2278
461,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Gunna', 'Travis Scott']",Diamonds Dancing,2287
462,,,,,,,,,,,,,,,,Megan Thee Stallion,"['Megan Thee Stallion', 'DaBaby']",Cry Baby,2288
463,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Lil Uzi Vert', 'Yung Kayo']",Proud Of You,2289
464,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Rowdy Rebel']",Came And Saw,2290
465,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Gunna', 'Lil Baby', 'YTB Trench']",Paid The Fine,2291
466,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,,,,,,,,,,,Dustin Lynch,['Dustin Lynch'],Momma's House,2292
467,,,,,,,,,,,,,,,,Lil Tjay,"['Lil Tjay', 'Offset', 'Moneybagg Yo']",Run It Up,2294
468,,,,,,,,,,,,,,,,All Time Low,"['All Time Low', 'Demi Lovato', 'blackbear ']",Monsters,2296
469,,,,,,,,,,,,,,,,Young Thug,"['Young Thug', 'Gunna', 'Yak Gotti', 'Lil Duke']",Slatty,2297
470,,,,,,,,,,,,,,,,Taylor Swift,"['Taylor Swift', 'Maren Morris']",You All Over Me (Taylor's Version) (From The Vault),2304
471,,116.76,True,0.774,0.4119999999999999,1.0,-8.619,1.0,0.378,0.026,0.0,0.0879999999999999,0.38,139.943,8.0,Coi Leray,"['Coi Leray', 'Pooh Shiesty']",Big Purr (Prrdd),2308
472,,,,,,,,,,,,,,,,Demi Lovato,"['Demi Lovato', 'Ariana Grande']",Met Him Last Night,2309
473,,,,,,,,,,,,,,,,Lil Baby,"['Lil Baby', 'EST Gee']",Real As It Gets,2312
474,,,,,,,,,,,,,,,,Drake,"['Drake', 'Rick Ross']",Lemon Pepper Freestyle,2315
475,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'Khalid']",As I Am,2318
476,,,,,,,,,,,,,,,,Black Eyed Peas X Shakira,['Black Eyed Peas X Shakira'],Girl Like Me,2319
477,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'The Kid LAROI']",Unstable,2336
478,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'Dominic Fike']",Die For You,2340
479,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'BEAM']",Love You Different,2341
480,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'Burna Boy']",Loved By You,2342
481,,,,,,,,,,,,,,,,Pooh Shiesty,"['Pooh Shiesty', 'BIG30']",Neighbors,2344
482,,,,,,,,,,,,,,,,Myke Towers,"['Myke Towers', 'Juhn']",Bandido,2345
483,,,,,,,,,,,,,,,,NF,"['NF', 'Hopsin']",Lost,2349
484,,186.087,False,0.823,0.544,5.0,-7.132,1.0,0.0715,0.0215,0.00315,0.0966,0.664,149.903,89.0,Selena Gomez,"['Selena Gomez', 'Rauw Alejandro']",Baila Conmigo,2350
485,,,,,,,,,,,,,,,,Machine Gun Kelly,"['Machine Gun Kelly', 'CORPSE']",Daywalker!,2352
486,,,,,,,,,,,,,,,,YBN Nahmir,"['YBN Nahmir', '21 Savage']",Opp Stoppa,2353
487,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'King Von']",Still Trappin',2354
488,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Lil Baby']",Finesse Out The Gang Way,2355
489,,,,,,,,,,,,,,,,Tim McGraw,"['Tim McGraw', 'Tyler Hubbard']",Undivided,2356
490,,,,,,,,,,,,,,,,Justin Bieber,"['Justin Bieber', 'Chance The Rapper']",Holy,2357
491,,,,,,,,,,,,,,,,Jason Derulo,"['Jason Derulo', 'Adam Levine']",Lifestyle,2359
492,['contemporary country'],,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Somebody's Problem,2362
493,,206.733,True,0.53,0.37,6.0,-9.989,1.0,0.0279,0.806,0.0,0.112,0.7009999999999998,140.061,76.0,Juice WRLD,"['Juice WRLD', ' Clever', 'Post Malone']",Life's A Mess II,2364
494,,,,,,,,,,,,,,,,Gabby Barrett,"['Gabby Barrett', 'Charlie Puth']",I Hope,2366
495,,,,,,,,,,,,,,,,Internet Money,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",Lemonade,2368
496,,155.188,True,0.3649999999999999,0.117,11.0,-10.61,0.0,0.041,0.969,2e-06,0.684,0.1189999999999999,168.744,59.0,Justin Bieber,"['Justin Bieber', 'benny blanco']",Lonely,2369
497,,,,,,,,,,,,,,,,Drake,"['Drake', 'Lil Durk']",Laugh Now Cry Later,2370
498,,,,,,,,,,,,,,,,Lil Yachty,"['Lil Yachty', 'Kodak Black']",Hit Bout It,2375
499,,178.994,False,0.652,0.383,2.0,-7.076,0.0,0.0516,0.0676,0.0,0.0828,0.549,145.765,82.0,Shawn Mendes,"['Shawn Mendes', 'Justin Bieber']",Monster,2379
500,,275.162,True,0.394,0.7339999999999999,1.0,-4.574,0.0,0.185,0.0329,1e-06,0.109,0.0777999999999999,86.897,62.0,Nipsey Hussle,"['Nipsey Hussle', 'JAY-Z']",What It Feels Like,2381
501,,,,,,,,,,,,,,,,Saweetie,"['Saweetie', 'Jhene Aiko']",Back To The Streets,2385
502,,,,,,,,,,,,,,,,Juice WRLD,"['Juice WRLD', 'Young Thug']",Bad Boy,2386
503,,,,,,,,,,,,,,,,DaBaby,"['DaBaby', 'Roddy Ricch']",Rockstar,2388
504,,,,,,,,,,,,,,,,G-Eazy,"['G-Eazy', 'Chris Brown', 'Mark Morrison']",Provide,2390
505,,,,,,,,,,,,,,,,Pooh Shiesty,"['Pooh Shiesty', '21 Savage']",Box Of Churches,2392
506,,,,,,,,,,,,,,,,Miley Cyrus,"['Miley Cyrus', 'Dua Lipa']",Prisoner,2396
507,,,,,,,,,,,,,,,,Jack Harlow,"['Jack Harlow', 'DaBaby', ' Tory Lanez', 'Lil Wayne']",Whats Poppin,2400
508,,,,,,,,,,,,,,,,Lil Durk,"['Lil Durk', 'Pooh Shiesty']",Should've Ducked,2401
509,,169.33,True,0.813,0.57,3.0,-8.409,0.0,0.265,0.0909,0.0,0.0982,0.676,109.07,65.0,Lil Durk,"['Lil Durk', ' 6LACK', 'Young Thug']",Stay Down,2404
510,,,,,,,,,,,,,,,,21 Savage,"['21 Savage', 'Metro Boomin', 'Drake']",Mr. Right Now,2408
511,,,,,,,,,,,,,,,,Jawsh 685 x Jason Derulo,['Jawsh 685 x Jason Derulo'],Savage Love (Laxed - Siren Beat),2409
512,,,,,,,,,,,,,,,,Billie Eilish,"['Billie Eilish', 'ROSALIA']",Lo Vas A Olvidar,2410
513,,,,,,,,,,,,,,,,SZA,"['SZA', 'Ty Dolla $ign']",Hit Different,2412
514,,,,,,,,,,,,,,,,Anuel AA,"['Anuel AA', 'Ozuna']",Antes,2416
515,,,,,,,,,,,,,,,,Cardi B,"['Cardi B', 'Megan Thee Stallion']",WAP,2418
516,,,,,,,,,,,,,,,,Ant Clemons,"['Ant Clemons', 'Justin Timberlake']",Better Days,2421
517,,,,,,,,,,,,,,,,Maluma,"['Maluma', 'The Weeknd']",Hawai,2422
518,,,,,,,,,,,,,,,,Jhene Aiko,"['Jhene Aiko', 'H.E.R.']",B.S.,2423
519,['contemporary country'],,,,,,,,,,,,,,,Morgan Wallen,['Morgan Wallen'],Whiskey'd My Way,2427
520,,,,,,,,,,,,,,,,Morgan Wallen,"['Morgan Wallen', 'Ben Burgess']",Outlaw,2429
521,,,,,,,,,,,,,,,,Morgan Wallen,"['Morgan Wallen', 'Chris Stapleton']",Only Thing That's Gone,2430
522,,,,,,,,,,,,,,,,Jazmine Sullivan,"['Jazmine Sullivan', 'H.E.R.']",Girl Like Me,2433
523,,,,,,,,,,,,,,,,Blake Shelton,"['Blake Shelton', 'Gwen Stefani']",Happy Anywhere,2435
524,,,,,,,,,,,,,,,,Jack Harlow,"['Jack Harlow', 'Big Sean']",Way Out,2439
525,,,,,,,,,,,,,,,,The Kid LAROI,"['The Kid LAROI', 'Juice WRLD']",Reminds Me Of You,2444
526,,,,,,,,,,,,,,,,Playboi Carti,"['Playboi Carti', 'Kanye West']",Go2DaMoon,2447
527,,,,,,,,,,,,,,,,Playboi Carti,"['Playboi Carti', 'Kid Cudi']",M3tamorphosis,2453
528,,175.333,False,0.5,0.224,3.0,-12.431,1.0,0.0935,0.646,0.0,0.2839999999999999,0.62,202.481,36.0,Bing Crosby,"['Bing Crosby', 'The Andrews Sisters']",Mele Kalikimaka (Merry Christmas),2454
529,,,,,,,,,,,,,,,,Carrie Underwood,"['Carrie Underwood', 'John Legend']",Hallelujah,2456
530,"['canadian pop', 'pop', 'post-teen pop']",,,,,,,,,,,,,,,Justin Bieber,['Justin Bieber'],Rockin' Around The Christmas Tree,2458
531,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",,,,,,,,,,,,,,,Carrie Underwood,['Carrie Underwood'],Favorite Time Of Year,2459
532,,,,,,,,,,,,,,,,Kelly Clarkson,"['Kelly Clarkson', 'Brett Eldredge']",Under The Mistletoe,2460
533,,,,,,,,,,,,,,,,Taylor Swift,"['Taylor Swift', 'HAIM']","No Body, No Crime",2466
534,,174.96,True,0.6189999999999999,0.5889999999999999,1.0,-6.531,1.0,0.124,0.43,0.000392,0.378,0.158,143.896,79.0,Kid Cudi,"['Kid Cudi', ' Skepta', 'Pop Smoke']",Show Out,2471
